Snapshot,x,y
157,425,443
157,822,490
157,1254,575
157,1084,356
157,1119,552
157,621,316
157,659,308
157,1119,586
157,1112,467
157,943,297
157,809,355
157,856,373
157,1223,316
157,421,428
157,1039,393
157,1145,302
158,743,617
158,542,456
158,927,626
158,397,617
158,485,583
158,1195,589
158,863,767
158,461,505
158,899,461
158,980,455
158,1108,547
158,632,485
158,1017,404
158,507,437
158,821,490
158,1140,383
158,848,380
158,1087,498
158,1177,366
158,579,349
158,1065,368
158,495,437
158,677,414
158,670,299
158,942,305
158,1120,439
158,582,340
158,880,346
159,707,652
159,386,594
159,346,620
159,470,556
159,601,503
159,817,612
159,866,533
159,933,501
159,313,475
159,1060,535
159,677,407
159,990,426
159,1126,430
159,1109,547
159,540,479
159,538,548
159,835,395
159,1190,346
159,1097,347
159,544,559
159,809,461
159,1055,268
159,956,291
159,905,337
159,508,409
159,1256,517
159,508,383
159,1223,318
159,1146,303
159,1018,276
159,1095,466
159,1067,380
160,678,651
160,910,706
160,543,457
160,747,590
160,481,563
160,610,447
160,837,560
160,986,441
160,915,480
160,420,626
160,1053,543
160,356,461
160,1141,421
160,1121,554
160,1246,547
160,462,509
160,1068,367
160,826,394
160,960,291
160,682,409
160,1094,352
160,1044,273
160,1126,328
160,652,302
160,1032,407
160,859,365
160,479,542
161,1174,918
161,395,593
161,642,752
161,470,552
161,550,502
161,775,593
161,902,720
161,531,424
161,958,657
161,1223,606
161,351,464
161,971,570
161,1137,587
161,685,406
161,1016,404
161,1120,443
161,590,341
161,925,482
161,616,317
161,1137,558
161,821,492
161,1060,383
161,812,390
162,1217,783
162,801,832
162,1194,847
162,531,446
162,1056,533
162,702,432
162,623,485
162,578,515
162,822,491
162,587,468
162,977,430
162,1174,390
162,1124,450
162,1175,845
162,1217,303
162,1111,550
162,872,361
162,1028,268
162,821,403
162,1029,373
162,891,273
162,1094,357
162,532,457
162,594,327
162,1264,482
162,552,346
162,1161,339
162,951,297
163,451,563
163,900,713
163,574,538
163,917,555
163,284,497
163,467,452
163,1054,542
163,536,439
163,1139,417
163,822,492
163,992,434
163,901,449
163,630,480
163,1124,550
163,1233,308
163,689,432
163,692,391
163,557,376
163,1025,407
163,831,399
163,597,459
163,1081,451
163,1119,336
163,1056,380
163,829,306
163,798,342
163,1123,584
163,895,337
163,1191,331
163,1164,289
164,471,464
164,534,597
164,610,488
164,752,605
164,883,735
164,829,556
164,951,670
164,534,443
164,1070,1006
164,1248,316
164,997,436
164,582,446
164,1116,466
164,1123,554
164,1037,397
164,792,348
164,672,390
164,1100,401
164,935,311
164,1166,290
164,534,436
164,843,338
164,1123,584
165,698,642
165,542,457
165,379,603
165,794,593
165,1170,750
165,872,752
165,483,442
165,1051,506
165,990,429
165,1119,546
165,519,381
165,704,428
165,265,504
165,632,432
165,823,490
165,1206,326
165,1111,429
165,1106,445
165,1169,355
165,605,336
165,1060,374
165,276,520
165,631,413
165,825,386
165,1097,326
166,1084,939
166,704,639
166,508,558
166,599,498
166,1237,614
166,537,454
166,460,532
166,687,436
166,1107,546
166,1053,541
166,1023,459
166,1123,448
166,989,443
166,531,371
166,822,490
166,1102,357
166,915,315
166,869,288
166,853,375
166,601,339
166,1151,401
166,805,405
166,680,389
166,667,293
166,1029,369
166,1203,324
167,1165,797
167,717,674
167,306,480
167,665,723
167,866,772
167,418,606
167,952,563
167,1139,582
167,634,478
167,567,523
167,348,563
167,676,403
167,534,436
167,1101,263
167,1143,293
167,990,425
167,873,529
167,925,314
167,1066,511
167,579,344
167,1030,395
167,1076,365
167,565,545
167,861,794
167,821,495
167,1262,597
167,1113,448
167,839,325
167,862,317
167,1208,309
168,424,563
168,716,818
168,536,569
168,1188,794
168,328,466
168,892,774
168,539,457
168,1146,581
168,885,521
168,951,624
168,691,429
168,1251,584
168,1062,519
168,1212,329
168,613,491
168,1007,487
168,578,340
168,822,490
168,953,509
168,1109,444
168,820,346
168,874,358
168,1042,387
168,1109,329
168,1144,314
168,790,368
168,960,425
168,951,595
169,772,605
169,1170,838
169,934,674
169,296,483
169,1223,754
169,790,547
169,582,514
169,1062,532
169,504,445
169,551,484
169,907,483
169,961,602
169,984,511
169,557,366
169,1128,587
169,1069,433
169,1221,313
169,856,368
169,992,414
169,1126,440
169,1129,555
169,919,272
169,1091,312
169,1160,391
169,632,317
169,806,345
170,657,736
170,758,692
170,1145,856
170,540,458
170,958,647
170,1171,732
170,276,498
170,813,553
170,349,455
170,1061,528
170,755,582
170,1090,347
170,994,435
170,673,416
170,1118,447
170,1240,663
170,1106,545
170,1011,408
170,1150,396
170,585,333
170,827,391
170,895,306
170,1221,309
170,660,305
170,806,320
170,619,324
170,1003,273
170,869,366
171,827,821
171,415,581
171,895,684
171,592,731
171,484,550
171,733,687
171,964,610
171,1190,791
171,328,451
171,605,458
171,1258,676
171,1143,581
171,1008,425
171,755,607
171,611,739
171,533,435
171,1109,449
171,1079,362
171,818,396
171,550,373
171,820,493
171,1170,792
171,1065,360
171,1165,366
171,1136,313
171,790,269
171,699,398
172,402,589
172,750,609
172,1107,905
172,1251,670
172,1180,759
172,497,600
172,307,632
172,536,462
172,622,443
172,993,432
172,1149,582
172,1178,792
172,559,372
172,676,413
172,820,493
172,1257,533
172,826,402
172,1178,708
172,1132,414
172,1091,487
172,1065,366
172,1126,302
172,1188,324
173,462,564
173,1241,748
173,1145,928
173,545,456
173,477,450
173,1029,558
173,951,662
173,572,374
173,821,492
173,1125,586
173,1070,377
173,992,423
173,1147,349
173,609,334
173,1153,400
173,1125,558
173,1111,448
173,832,380
173,1039,410
173,910,279
173,820,258
174,584,753
174,737,601
174,1104,931
174,1240,618
174,496,545
174,851,768
174,943,671
174,548,455
174,293,495
174,976,512
174,849,594
174,366,567
174,1054,515
174,1127,452
174,535,383
174,483,438
174,1122,549
174,660,415
174,380,567
174,850,484
174,1121,583
174,494,442
174,1189,355
174,596,338
174,1002,426
174,937,310
175,605,717
175,1175,781
175,463,544
175,740,620
175,1192,779
175,820,537
175,948,602
175,1146,586
175,1009,541
175,390,601
175,555,536
175,899,710
175,335,480
175,990,410
175,513,473
175,1140,419
175,487,460
175,936,482
175,1094,487
175,526,411
175,1077,384
175,518,383
175,646,461
175,1047,391
175,368,569
175,1122,312
175,559,379
175,1066,387
175,939,303
175,402,616
176,1120,938
176,899,717
176,362,595
176,707,632
176,1241,591
176,473,589
176,985,609
176,778,537
176,1128,580
176,983,435
176,1051,400
176,765,591
176,567,522
176,530,433
176,1084,498
176,273,500
176,1124,424
176,273,516
176,552,384
176,459,587
176,524,528
176,1093,336
176,623,420
176,465,512
176,595,499
176,1156,389
176,469,534
176,674,447
176,666,296
176,819,492
176,1198,343
176,886,286
176,603,500
177,1158,978
177,721,626
177,1217,845
177,868,755
177,950,645
177,537,553
177,346,647
177,581,514
177,1062,534
177,470,511
177,327,472
177,1191,745
177,1139,414
177,475,441
177,1211,751
177,1127,571
177,943,505
177,985,428
177,1070,379
177,522,434
177,577,466
177,819,492
177,1235,310
177,458,425
177,891,336
177,609,323
177,685,452
177,1117,543
177,487,548
177,1082,271
177,943,532
177,1019,269
177,864,321
177,1019,415
177,829,397
177,1183,371
178,695,675
178,494,576
178,326,604
178,423,624
178,545,532
178,1111,543
178,968,510
178,850,769
178,1089,486
178,363,437
178,548,369
178,663,417
178,526,425
178,461,512
178,1147,412
178,1263,536
178,1071,357
178,813,349
178,1200,331
178,596,474
178,819,490
178,547,498
178,864,364
178,1229,312
178,1119,342
178,641,470
178,627,485
178,967,442
179,235,565
179,757,587
179,465,584
179,1238,710
179,1044,520
179,1239,554
179,411,620
179,543,445
179,361,445
179,966,461
179,523,558
179,1131,582
179,517,578
179,634,478
179,1130,541
179,1042,368
179,819,396
179,1092,366
179,1106,450
179,820,491
179,682,405
179,1079,271
179,489,413
179,1145,403
179,1011,396
179,519,488
179,625,325
180,605,757
180,1228,656
180,950,646
180,757,588
180,546,457
180,398,614
180,1052,517
180,672,421
180,1115,542
180,812,563
180,554,375
180,1124,442
180,299,484
180,340,474
180,1019,500
180,589,344
180,1221,315
180,1016,379
180,972,449
180,817,347
180,645,309
180,894,341
180,1066,375
180,1159,291
180,1137,383
180,810,467
180,1004,265
180,1103,357
180,788,362
181,770,812
181,685,635
181,480,555
181,1127,903
181,265,529
181,827,733
181,755,603
181,784,553
181,1121,542
181,640,465
181,525,546
181,1000,440
181,541,445
181,1069,453
181,1118,454
181,678,404
181,1152,381
181,1071,275
181,861,362
181,1231,311
181,1045,405
181,1041,281
181,1108,378
181,835,389
181,812,454
182,1233,675
182,963,642
182,786,662
182,543,572
182,542,445
182,416,580
182,418,619
182,500,524
182,674,588
182,328,468
182,901,485
182,1122,542
182,720,697
182,824,499
182,990,438
182,1124,466
182,602,459
182,598,438
182,547,382
182,1153,371
182,1080,450
182,1018,416
182,805,339
182,1229,311
182,1151,286
182,944,298
182,805,402
182,595,336
182,1184,347
182,539,351
182,1121,300
182,698,398
182,1123,575
183,1165,771
183,813,806
183,447,572
183,709,634
183,789,591
183,304,486
183,952,509
183,546,452
183,1124,542
183,831,539
183,1125,452
183,1022,524
183,496,431
183,619,490
183,625,435
183,557,541
183,819,383
183,1019,269
183,1145,279
183,1069,379
183,1032,396
183,867,352
183,982,426
183,1023,491
183,1147,387
183,1208,326
183,1176,355
183,459,454
184,1145,1032
184,1180,788
184,802,820
184,948,683
184,533,569
184,1268,633
184,301,492
184,685,643
184,354,451
184,608,493
184,506,480
184,750,716
184,890,523
184,963,459
184,795,579
184,1120,541
184,537,445
184,1015,413
184,1118,323
184,1189,331
184,1097,488
184,1263,504
184,975,272
184,616,420
184,1080,348
184,1149,296
184,936,303
184,561,378
184,1129,429
185,702,632
185,1262,755
185,509,550
185,1108,907
185,768,591
185,246,535
185,391,648
185,960,553
185,584,470
185,857,682
185,540,455
185,897,504
185,1124,559
185,1089,357
185,1001,420
185,204,558
185,843,522
185,1043,392
185,861,359
185,1099,466
185,964,437
185,1127,327
185,337,572
185,686,425
185,497,385
185,965,285
185,359,571
185,959,430
185,885,288
185,840,537
185,620,327
185,854,610
185,1254,528
186,1186,791
186,608,768
186,430,589
186,483,551
186,691,689
186,803,714
186,1006,588
186,532,455
186,924,649
186,589,495
186,297,489
186,1118,542
186,668,406
186,1063,364
186,727,633
186,604,439
186,1009,502
186,1116,440
186,816,489
186,1126,324
186,1152,409
186,1117,564
186,1019,385
186,1047,451
186,867,296
186,1264,567
186,975,433
186,1088,349
186,812,351
186,775,584
186,982,424
186,920,302
186,1048,493
186,1157,294
187,1145,878
187,595,742
187,695,654
187,891,715
187,437,531
187,556,548
187,604,459
187,962,645
187,1047,526
187,928,495
187,537,469
187,1035,400
187,497,602
187,826,499
187,1121,457
187,507,378
187,964,467
187,564,368
187,1128,566
187,1122,330
187,1194,305
187,987,432
187,881,268
187,906,324
187,890,594
187,1073,364
187,525,404
187,654,317
187,820,310
188,1089,931
188,719,823
188,1252,719
188,301,480
188,854,777
188,519,525
188,647,704
188,828,553
188,1010,484
188,1129,586
188,543,457
188,739,675
188,964,443
188,1088,498
188,749,610
188,1124,439
188,741,716
188,1014,379
188,1262,541
188,1211,318
188,1103,351
188,501,393
188,696,408
188,1058,398
188,1129,560
188,1177,335
188,744,581
188,946,296
188,1132,314
188,863,293
188,627,315
188,845,367
188,487,393
188,1069,286
189,634,692
189,647,786
189,882,509
189,271,504
189,485,443
189,952,656
189,599,484
189,1068,537
189,1239,657
189,1167,784
189,981,454
189,1141,582
189,550,367
189,653,464
189,520,409
189,817,491
189,596,337
189,1040,398
189,1073,363
189,620,419
189,817,388
189,811,318
189,897,279
189,1272,455
189,1124,447
190,712,621
190,513,484
190,1202,893
190,594,692
190,1239,694
190,930,477
190,604,503
190,1134,581
190,352,463
190,1067,513
190,796,821
190,585,336
190,807,363
190,819,491
190,536,401
190,1108,349
190,561,470
190,1066,373
190,545,369
190,991,432
190,796,783
190,1204,298
190,1122,449
190,697,387
190,1161,393
190,881,287
190,659,304
190,943,294
190,886,382
190,840,358
190,978,278
191,229,565
191,539,454
191,626,423
191,354,457
191,948,660
191,911,485
191,415,414
191,498,457
191,820,490
191,560,374
191,1138,578
191,982,436
191,1130,429
191,829,388
191,1217,318
191,815,318
191,1091,538
191,1034,380
191,920,306
191,649,309
191,496,388
191,1017,413
191,885,284
191,622,330
191,1140,339
191,1075,453
191,428,440
191,786,350
191,857,322
192,692,661
192,473,610
192,843,821
192,1166,977
192,403,562
192,536,455
192,1239,603
192,994,582
192,1189,781
192,1047,515
192,606,497
192,1143,582
192,359,456
192,953,462
192,278,510
192,819,492
192,1118,325
192,1118,441
192,1191,320
192,1025,391
192,640,299
192,690,394
192,995,438
192,824,352
192,567,376
192,790,364
192,941,308
192,885,328
192,918,289
192,1188,348
193,1166,936
193,483,561
193,743,643
193,630,732
193,382,592
193,859,775
193,803,563
193,1151,586
193,532,442
193,959,639
193,565,528
193,900,494
193,1136,416
193,1004,425
193,1079,501
193,545,385
193,1070,363
193,1115,336
193,640,304
193,1178,340
193,847,312
193,1029,405
193,892,325
193,806,340
193,565,545
193,1000,274
193,688,393
194,512,557
194,1173,775
194,727,698
194,537,456
194,1064,529
194,910,725
194,763,592
194,343,468
194,964,458
194,688,572
194,1112,448
194,1149,406
194,1186,293
194,1119,556
194,802,356
194,606,505
194,663,411
194,1118,589
194,672,403
194,612,497
194,814,489
194,859,370
194,1078,361
194,1025,385
194,999,426
194,591,339
194,1124,332
194,1143,363
194,1281,439
195,826,822
195,470,550
195,686,658
195,313,469
195,1248,595
195,885,677
195,546,555
195,531,441
195,1137,583
195,688,406
195,486,447
195,1059,540
195,910,459
195,907,599
195,1143,316
195,814,488
195,1074,378
195,631,486
195,1100,462
195,478,408
195,1026,272
195,1006,410
195,947,298
195,857,280
195,979,448
195,873,351
195,833,396
195,918,319
195,884,265
195,1154,390
196,765,855
196,832,709
196,477,571
196,961,643
196,1220,779
196,1222,611
196,561,501
196,1059,541
196,532,565
196,615,427
196,1028,412
196,833,388
196,1119,551
196,1099,363
196,620,501
196,1129,336
196,966,443
196,817,488
196,535,426
196,806,328
196,698,440
196,913,483
196,525,413
196,1101,464
196,915,314
196,1207,314
196,1171,358
196,855,320
196,1051,388
196,957,293
196,1053,342
197,1274,721
197,746,604
197,363,623
197,920,707
197,972,452
197,1132,581
197,1034,540
197,531,571
197,575,522
197,1132,437
197,495,462
197,531,441
197,1096,360
197,856,316
197,643,471
197,823,492
197,1215,312
197,898,337
197,1136,320
197,1030,366
197,808,347
197,1193,318
197,855,383
197,1172,360
197,698,427
197,622,315
197,930,313
197,956,291
197,1008,417
197,1007,375
197,786,264
198,597,755
198,1170,779
198,727,624
198,466,561
198,878,719
198,1155,588
198,952,611
198,541,549
198,823,608
198,537,456
198,625,486
198,493,458
198,1017,423
198,981,539
198,1116,442
198,1195,357
198,1135,278
198,1149,402
198,860,367
198,1003,267
198,545,376
198,818,475
198,1037,401
198,963,272
198,1070,369
198,569,338
198,960,415
198,1118,339
198,691,399
198,668,306
198,849,296
199,743,695
199,836,842
199,1233,688
199,490,476
199,391,427
199,1134,584
199,897,484
199,1099,487
199,597,499
199,1041,516
199,336,472
199,650,436
199,845,664
199,1065,394
199,684,616
199,792,548
199,991,426
199,908,722
199,1034,273
199,1136,401
199,558,484
199,528,425
199,690,398
199,914,703
199,834,686
199,685,642
199,1137,298
199,935,308
199,556,376
199,886,288
199,1239,654
199,849,302
199,859,264
199,811,484
200,1211,795
200,1122,905
200,688,668
200,239,580
200,861,775
200,344,638
200,805,569
200,320,472
200,538,456
200,931,679
200,1154,588
200,628,475
200,977,571
200,942,581
200,605,407
200,1001,410
200,386,434
200,1120,442
200,1084,368
200,1195,365
200,889,325
200,1140,295
200,1032,277
200,813,457
200,854,376
200,844,299
200,646,309
200,1267,467
200,1114,335
